population_group,measure,location,sex,age,cause,metric,val
All Population,Prevalence,Eritrea,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.034654522
All Population,Prevalence,Eritrea,Male,95+ years,Alzheimer's disease and other dementias,Number,109.55636179891404
All Population,Prevalence,Eritrea,Female,95+ years,Alzheimer's disease and other dementias,Number,292.0414220103294
All Population,Prevalence,Eritrea,Both,95+ years,Alzheimer's disease and other dementias,Number,401.5977838092435
All Population,Prevalence,Eritrea,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.1812154116290009
All Population,Prevalence,Eritrea,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.2670668132783898
All Population,Prevalence,Eritrea,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.2365012761401588
All Population,Prevalence,Mozambique,Male,60-64 years,Alzheimer's disease and other dementias,Number,1332.3622154674945
All Population,Prevalence,Mozambique,Female,60-64 years,Alzheimer's disease and other dementias,Number,2030.751949253936
All Population,Prevalence,Mozambique,Both,60-64 years,Alzheimer's disease and other dementias,Number,3363.114164721432
All Population,Prevalence,Mozambique,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.006212952
All Population,Prevalence,Mozambique,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.008537212
All Population,Prevalence,Mozambique,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.007435257
All Population,Prevalence,Mozambique,Male,65-69 years,Alzheimer's disease and other dementias,Number,1785.960998966542
All Population,Prevalence,Mozambique,Female,65-69 years,Alzheimer's disease and other dementias,Number,3224.675188179796
All Population,Prevalence,Mozambique,Both,65-69 years,Alzheimer's disease and other dementias,Number,5010.636187146335
All Population,Prevalence,Mozambique,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.011222766
All Population,Prevalence,Mozambique,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.017197613
All Population,Prevalence,Mozambique,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.014454684
All Population,Prevalence,Mozambique,Male,70-74 years,Alzheimer's disease and other dementias,Number,2389.9744934990867
All Population,Prevalence,Mozambique,Female,70-74 years,Alzheimer's disease and other dementias,Number,5071.533761441439
All Population,Prevalence,Mozambique,Both,70-74 years,Alzheimer's disease and other dementias,Number,7461.508254940526
All Population,Prevalence,Mozambique,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.021527356
All Population,Prevalence,Mozambique,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.035921228
All Population,Prevalence,Mozambique,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.029585068
All Population,Prevalence,Mozambique,Male,75-79 years,Alzheimer's disease and other dementias,Number,2730.2209331553195
All Population,Prevalence,Mozambique,Female,75-79 years,Alzheimer's disease and other dementias,Number,6511.475852843199
All Population,Prevalence,Mozambique,Both,75-79 years,Alzheimer's disease and other dementias,Number,9241.696785998518
All Population,Prevalence,Mozambique,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.040056214
All Population,Prevalence,Mozambique,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.067800175
All Population,Prevalence,Mozambique,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.056283531
All Population,Prevalence,Mozambique,Male,80-84 years,Alzheimer's disease and other dementias,Number,2719.142220833666
All Population,Prevalence,Mozambique,Female,80-84 years,Alzheimer's disease and other dementias,Number,7274.331250527155
All Population,Prevalence,Mozambique,Both,80-84 years,Alzheimer's disease and other dementias,Number,9993.473471
All Population,Prevalence,Mozambique,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.07075073
All Population,Prevalence,Mozambique,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.117795465
All Population,Prevalence,Mozambique,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.099748579
All Population,Prevalence,Mozambique,Male,85-89 years,Alzheimer's disease and other dementias,Number,2098.482509137579
All Population,Prevalence,Mozambique,Female,85-89 years,Alzheimer's disease and other dementias,Number,6416.600778
All Population,Prevalence,Mozambique,Both,85-89 years,Alzheimer's disease and other dementias,Number,8515.083287480444
All Population,Prevalence,Mozambique,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.1124896344699454
All Population,Prevalence,Mozambique,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.1815048553708534
All Population,Prevalence,Mozambique,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.1576659297586552
All Population,Prevalence,Mozambique,Male,90-94 years,Alzheimer's disease and other dementias,Number,1139.9234000845468
All Population,Prevalence,Mozambique,Female,90-94 years,Alzheimer's disease and other dementias,Number,4029.544882652226
All Population,Prevalence,Mozambique,Both,90-94 years,Alzheimer's disease and other dementias,Number,5169.468282736775
All Population,Prevalence,Mozambique,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.1555209894437047
All Population,Prevalence,Mozambique,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.2411209395146735
All Population,Prevalence,Mozambique,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.2150233759304027
All Population,Prevalence,Mozambique,Male,60+ years,Alzheimer's disease and other dementias,Number,14865.115761344105
All Population,Prevalence,Mozambique,Female,60+ years,Alzheimer's disease and other dementias,Number,37712.32336130187
All Population,Prevalence,Mozambique,Both,60+ years,Alzheimer's disease and other dementias,Number,52577.43912264598
All Population,Prevalence,Mozambique,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.023944864
All Population,Prevalence,Mozambique,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.047861477
All Population,Prevalence,Mozambique,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.037321963
All Population,Prevalence,Mozambique,Male,95+ years,Alzheimer's disease and other dementias,Number,669.0489901998736
All Population,Prevalence,Mozambique,Female,95+ years,Alzheimer's disease and other dementias,Number,3153.4096980612712
All Population,Prevalence,Mozambique,Both,95+ years,Alzheimer's disease and other dementias,Number,3822.4586882611447
All Population,Prevalence,Mozambique,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.1847165442341322
All Population,Prevalence,Mozambique,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.2735543097451863
All Population,Prevalence,Mozambique,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.2523145660941343
All Population,Prevalence,Palau,Male,60-64 years,Alzheimer's disease and other dementias,Number,3.778782884758514
All Population,Prevalence,Palau,Female,60-64 years,Alzheimer's disease and other dementias,Number,4.231954896017975
All Population,Prevalence,Palau,Both,60-64 years,Alzheimer's disease and other dementias,Number,8.010737780776484
All Population,Prevalence,Palau,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.006914242
All Population,Prevalence,Palau,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.008374141
All Population,Prevalence,Palau,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.007615627
All Population,Prevalence,Palau,Male,65-69 years,Alzheimer's disease and other dementias,Number,5.334867501966158
All Population,Prevalence,Palau,Female,65-69 years,Alzheimer's disease and other dementias,Number,6.379070377035247
All Population,Prevalence,Palau,Both,65-69 years,Alzheimer's disease and other dementias,Number,11.713937879001412
All Population,Prevalence,Palau,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.01218858
All Population,Prevalence,Palau,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.015150924
All Population,Prevalence,Palau,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.013641018
All Population,Prevalence,Palau,Male,70-74 years,Alzheimer's disease and other dementias,Number,5.967392343583426
All Population,Prevalence,Palau,Female,70-74 years,Alzheimer's disease and other dementias,Number,7.886927530343754
All Population,Prevalence,Palau,Both,70-74 years,Alzheimer's disease and other dementias,Number,13.85431987392718
All Population,Prevalence,Palau,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.022184836
All Population,Prevalence,Palau,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.028656761
All Population,Prevalence,Palau,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.025457875
All Population,Prevalence,Palau,Male,75-79 years,Alzheimer's disease and other dementias,Number,5.245553558759128
All Population,Prevalence,Palau,Female,75-79 years,Alzheimer's disease and other dementias,Number,8.160178453100576
All Population,Prevalence,Palau,Both,75-79 years,Alzheimer's disease and other dementias,Number,13.405732011859708
All Population,Prevalence,Palau,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.041828059
All Population,Prevalence,Palau,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.056803908
All Population,Prevalence,Palau,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.049823811
All Population,Prevalence,Palau,Male,80-84 years,Alzheimer's disease and other dementias,Number,3.321366694785719
All Population,Prevalence,Palau,Female,80-84 years,Alzheimer's disease and other dementias,Number,5.676644839672719
All Population,Prevalence,Palau,Both,80-84 years,Alzheimer's disease and other dementias,Number,8.998011534458437
All Population,Prevalence,Palau,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.074552098
All Population,Prevalence,Palau,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.1024419747693412
All Population,Prevalence,Palau,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.090012322
All Population,Prevalence,Palau,Male,85-89 years,Alzheimer's disease and other dementias,Number,2.3013256804473445
All Population,Prevalence,Palau,Female,85-89 years,Alzheimer's disease and other dementias,Number,3.125734339857364
All Population,Prevalence,Palau,Both,85-89 years,Alzheimer's disease and other dementias,Number,5.427060020304708
All Population,Prevalence,Palau,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.1147899213105994
All Population,Prevalence,Palau,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.1539429017643762
All Population,Prevalence,Palau,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.1344907775215391
All Population,Prevalence,Palau,Male,90-94 years,Alzheimer's disease and other dementias,Number,1.1142482252589527
All Population,Prevalence,Palau,Female,90-94 years,Alzheimer's disease and other dementias,Number,0.8935374442175735
All Population,Prevalence,Palau,Both,90-94 years,Alzheimer's disease and other dementias,Number,2.007785669476526
All Population,Prevalence,Palau,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.152641493
All Population,Prevalence,Palau,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.2014158911007658
All Population,Prevalence,Palau,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.1710784337537046
All Population,Prevalence,Palau,Male,60+ years,Alzheimer's disease and other dementias,Number,27.35446879871469
All Population,Prevalence,Palau,Female,60+ years,Alzheimer's disease and other dementias,Number,36.46306918
All Population,Prevalence,Palau,Both,60+ years,Alzheimer's disease and other dementias,Number,63.817537982841394
All Population,Prevalence,Palau,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.01883732
All Population,Prevalence,Palau,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.025572254
All Population,Prevalence,Palau,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.022174063
All Population,Prevalence,Palau,Male,95+ years,Alzheimer's disease and other dementias,Number,0.2909319091554552
All Population,Prevalence,Palau,Female,95+ years,Alzheimer's disease and other dementias,Number,0.1090213038814923
All Population,Prevalence,Palau,Both,95+ years,Alzheimer's disease and other dementias,Number,0.3999532130369476
All Population,Prevalence,Palau,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.1779195504065811
